,data,first,second
330,"[3, 1, 6, 2, 4, 6, 0, 5, 0, 1, 5, 2, 6, 3, 6, 0, 4, 6, 2, 6]","[3, 1, 6, 2, 4, 6, 0, 5, 0, 1]","[5, 2, 6, 3, 6, 0, 4, 6, 2, 6]"
331,"[1, 6, 0, 0, 1, 6, 3, 5, 3, 5, 5, 1, 2, 5, 3, 6, 3, 3, 2, 3]","[1, 6, 0, 0, 1, 6, 3, 5, 3, 5]","[5, 1, 2, 5, 3, 6, 3, 3, 2, 3]"
332,"[5, 5, 3, 4, 2, 2, 4, 2, 2, 2, 0, 0, 0, 5, 4, 3, 1, 1, 4, 6]","[5, 5, 3, 4, 2, 2, 4, 2, 2, 2]","[0, 0, 0, 5, 4, 3, 1, 1, 4, 6]"
333,"[1, 5, 6, 4, 2, 2, 5, 1, 0, 4, 4, 5, 1, 1, 1, 6, 6, 3, 6, 6]","[1, 5, 6, 4, 2, 2, 5, 1, 0, 4]","[4, 5, 1, 1, 1, 6, 6, 3, 6, 6]"
334,"[0, 5, 2, 6, 1, 5, 4, 6, 4, 4, 2, 0, 0, 1, 2, 2, 4, 2, 6, 5]","[0, 5, 2, 6, 1, 5, 4, 6, 4, 4]","[2, 0, 0, 1, 2, 2, 4, 2, 6, 5]"
335,"[6, 0, 5, 2, 2, 6, 3, 4, 0, 0, 6, 5, 0, 6, 3, 5, 0, 4, 1, 4]","[6, 0, 5, 2, 2, 6, 3, 4, 0, 0]","[6, 5, 0, 6, 3, 5, 0, 4, 1, 4]"
336,"[0, 6, 2, 1, 6, 3, 4, 3, 4, 3, 2, 4, 1, 5, 0, 4, 4, 1, 5, 1]","[0, 6, 2, 1, 6, 3, 4, 3, 4, 3]","[2, 4, 1, 5, 0, 4, 4, 1, 5, 1]"
337,"[1, 3, 0, 6, 5, 5, 4, 0, 1, 2, 0, 6, 2, 5, 1, 0, 4, 1, 0, 5]","[1, 3, 0, 6, 5, 5, 4, 0, 1, 2]","[0, 6, 2, 5, 1, 0, 4, 1, 0, 5]"
338,"[3, 6, 5, 4, 3, 2, 0, 1, 6, 6, 2, 6, 6, 6, 0, 6, 3, 0, 2, 2]","[3, 6, 5, 4, 3, 2, 0, 1, 6, 6]","[2, 6, 6, 6, 0, 6, 3, 0, 2, 2]"
339,"[2, 3, 1, 0, 3, 6, 5, 1, 3, 2, 6, 4, 0, 2, 3, 1, 2, 1, 2, 4]","[2, 3, 1, 0, 3, 6, 5, 1, 3, 2]","[6, 4, 0, 2, 3, 1, 2, 1, 2, 4]"
340,"[0, 0, 2, 5, 6, 0, 5, 3, 1, 5, 1, 0, 0, 1, 4, 0, 2, 2, 2, 2]","[0, 0, 2, 5, 6, 0, 5, 3, 1, 5]","[1, 0, 0, 1, 4, 0, 2, 2, 2, 2]"
341,"[0, 0, 6, 6, 1, 6, 1, 2, 4, 1, 6, 1, 0, 5, 2, 5, 5, 5, 5, 3]","[0, 0, 6, 6, 1, 6, 1, 2, 4, 1]","[6, 1, 0, 5, 2, 5, 5, 5, 5, 3]"
342,"[3, 0, 0, 2, 3, 5, 0, 1, 1, 1, 2, 5, 0, 4, 0, 0, 3, 3, 0, 5]","[3, 0, 0, 2, 3, 5, 0, 1, 1, 1]","[2, 5, 0, 4, 0, 0, 3, 3, 0, 5]"
343,"[5, 4, 1, 4, 5, 3, 1, 5, 0, 3, 0, 5, 0, 1, 4, 0, 3, 6, 6, 6]","[5, 4, 1, 4, 5, 3, 1, 5, 0, 3]","[0, 5, 0, 1, 4, 0, 3, 6, 6, 6]"
344,"[0, 0, 0, 0, 3, 4, 2, 0, 6, 0, 6, 5, 4, 5, 1, 4, 3, 1, 1, 2]","[0, 0, 0, 0, 3, 4, 2, 0, 6, 0]","[6, 5, 4, 5, 1, 4, 3, 1, 1, 2]"
345,"[0, 3, 6, 4, 4, 6, 2, 3, 1, 0, 1, 5, 2, 1, 3, 5, 6, 2, 1, 5]","[0, 3, 6, 4, 4, 6, 2, 3, 1, 0]","[1, 5, 2, 1, 3, 5, 6, 2, 1, 5]"
346,"[6, 1, 4, 2, 5, 2, 0, 5, 2, 4, 2, 5, 2, 6, 1, 3, 6, 5, 5, 4]","[6, 1, 4, 2, 5, 2, 0, 5, 2, 4]","[2, 5, 2, 6, 1, 3, 6, 5, 5, 4]"
347,"[2, 1, 1, 6, 3, 0, 1, 4, 1, 2, 1, 6, 2, 1, 3, 6, 1, 0, 2, 4]","[2, 1, 1, 6, 3, 0, 1, 4, 1, 2]","[1, 6, 2, 1, 3, 6, 1, 0, 2, 4]"
348,"[6, 1, 2, 5, 6, 1, 1, 3, 2, 6, 4, 1, 2, 5, 0, 0, 0, 0, 1, 4]","[6, 1, 2, 5, 6, 1, 1, 3, 2, 6]","[4, 1, 2, 5, 0, 0, 0, 0, 1, 4]"
349,"[4, 3, 0, 2, 6, 3, 2, 2, 1, 3, 5, 3, 4, 3, 6, 0, 1, 4, 1, 2]","[4, 3, 0, 2, 6, 3, 2, 2, 1, 3]","[5, 3, 4, 3, 6, 0, 1, 4, 1, 2]"
350,"[3, 6, 3, 0, 6, 4, 1, 3, 3, 5, 1, 4, 5, 6, 3, 2, 0, 2, 1, 1]","[3, 6, 3, 0, 6, 4, 1, 3, 3, 5]","[1, 4, 5, 6, 3, 2, 0, 2, 1, 1]"
351,"[0, 4, 3, 4, 3, 4, 0, 3, 0, 5, 5, 3, 2, 5, 2, 2, 5, 5, 6, 5]","[0, 4, 3, 4, 3, 4, 0, 3, 0, 5]","[5, 3, 2, 5, 2, 2, 5, 5, 6, 5]"
352,"[0, 6, 3, 6, 3, 1, 2, 0, 1, 4, 2, 2, 3, 4, 0, 6, 5, 3, 1, 2]","[0, 6, 3, 6, 3, 1, 2, 0, 1, 4]","[2, 2, 3, 4, 0, 6, 5, 3, 1, 2]"
353,"[3, 5, 6, 2, 3, 0, 1, 2, 3, 3, 4, 6, 4, 6, 1, 3, 1, 1, 3, 1]","[3, 5, 6, 2, 3, 0, 1, 2, 3, 3]","[4, 6, 4, 6, 1, 3, 1, 1, 3, 1]"
354,"[0, 2, 5, 5, 0, 4, 2, 0, 6, 2, 4, 3, 3, 6, 0, 1, 1, 1, 6, 4]","[0, 2, 5, 5, 0, 4, 2, 0, 6, 2]","[4, 3, 3, 6, 0, 1, 1, 1, 6, 4]"
355,"[5, 2, 5, 1, 3, 1, 1, 3, 0, 1, 1, 4, 4, 0, 4, 0, 0, 6, 2, 5]","[5, 2, 5, 1, 3, 1, 1, 3, 0, 1]","[1, 4, 4, 0, 4, 0, 0, 6, 2, 5]"
356,"[4, 2, 0, 1, 0, 6, 0, 5, 6, 4, 0, 3, 0, 0, 1, 1, 0, 5, 2, 5]","[4, 2, 0, 1, 0, 6, 0, 5, 6, 4]","[0, 3, 0, 0, 1, 1, 0, 5, 2, 5]"
357,"[2, 5, 2, 4, 1, 6, 3, 1, 3, 6, 2, 6, 4, 3, 4, 1, 5, 4, 2, 1]","[2, 5, 2, 4, 1, 6, 3, 1, 3, 6]","[2, 6, 4, 3, 4, 1, 5, 4, 2, 1]"
358,"[2, 6, 6, 3, 5, 3, 6, 0, 4, 3, 0, 1, 3, 6, 0, 6, 5, 3, 1, 1]","[2, 6, 6, 3, 5, 3, 6, 0, 4, 3]","[0, 1, 3, 6, 0, 6, 5, 3, 1, 1]"
359,"[6, 3, 6, 3, 1, 2, 4, 4, 6, 6, 5, 2, 2, 2, 6, 1, 5, 5, 1, 0]","[6, 3, 6, 3, 1, 2, 4, 4, 6, 6]","[5, 2, 2, 2, 6, 1, 5, 5, 1, 0]"
360,"[4, 5, 0, 4, 2, 0, 0, 3, 2, 6, 2, 6, 3, 5, 4, 4, 0, 5, 0, 4]","[4, 5, 0, 4, 2, 0, 0, 3, 2, 6]","[2, 6, 3, 5, 4, 4, 0, 5, 0, 4]"
361,"[3, 4, 6, 0, 2, 6, 5, 6, 1, 4, 6, 4, 6, 1, 5, 4, 6, 3, 3, 6]","[3, 4, 6, 0, 2, 6, 5, 6, 1, 4]","[6, 4, 6, 1, 5, 4, 6, 3, 3, 6]"
362,"[5, 6, 3, 5, 2, 3, 1, 0, 1, 3, 3, 0, 6, 2, 0, 0, 5, 6, 6, 1]","[5, 6, 3, 5, 2, 3, 1, 0, 1, 3]","[3, 0, 6, 2, 0, 0, 5, 6, 6, 1]"
363,"[6, 4, 3, 0, 3, 6, 5, 3, 5, 6, 2, 0, 3, 6, 2, 2, 4, 4, 4, 1]","[6, 4, 3, 0, 3, 6, 5, 3, 5, 6]","[2, 0, 3, 6, 2, 2, 4, 4, 4, 1]"
364,"[0, 3, 2, 0, 1, 3, 2, 0, 1, 0, 4, 2, 5, 6, 1, 3, 2, 3, 1, 0]","[0, 3, 2, 0, 1, 3, 2, 0, 1, 0]","[4, 2, 5, 6, 1, 3, 2, 3, 1, 0]"
365,"[5, 3, 2, 2, 3, 2, 6, 2, 5, 6, 4, 6, 5, 6, 1, 0, 2, 1, 1, 6]","[5, 3, 2, 2, 3, 2, 6, 2, 5, 6]","[4, 6, 5, 6, 1, 0, 2, 1, 1, 6]"
366,"[5, 0, 3, 3, 4, 1, 5, 3, 3, 1, 0, 4, 5, 4, 4, 0, 2, 2, 1, 2]","[5, 0, 3, 3, 4, 1, 5, 3, 3, 1]","[0, 4, 5, 4, 4, 0, 2, 2, 1, 2]"
367,"[1, 4, 1, 4, 1, 1, 0, 4, 3, 5, 2, 0, 5, 6, 1, 0, 0, 2, 2, 0]","[1, 4, 1, 4, 1, 1, 0, 4, 3, 5]","[2, 0, 5, 6, 1, 0, 0, 2, 2, 0]"
368,"[3, 3, 1, 1, 3, 4, 3, 6, 6, 4, 2, 3, 4, 0, 0, 4, 1, 2, 6, 5]","[3, 3, 1, 1, 3, 4, 3, 6, 6, 4]","[2, 3, 4, 0, 0, 4, 1, 2, 6, 5]"
369,"[4, 5, 5, 1, 2, 5, 1, 5, 2, 4, 5, 3, 3, 4, 5, 2, 6, 1, 5, 3]","[4, 5, 5, 1, 2, 5, 1, 5, 2, 4]","[5, 3, 3, 4, 5, 2, 6, 1, 5, 3]"
370,"[3, 5, 5, 3, 2, 1, 6, 3, 1, 1, 1, 0, 1, 6, 3, 1, 5, 0, 6, 2]","[3, 5, 5, 3, 2, 1, 6, 3, 1, 1]","[1, 0, 1, 6, 3, 1, 5, 0, 6, 2]"
371,"[4, 3, 3, 5, 3, 2, 0, 4, 4, 3, 1, 4, 2, 5, 5, 5, 1, 0, 0, 6]","[4, 3, 3, 5, 3, 2, 0, 4, 4, 3]","[1, 4, 2, 5, 5, 5, 1, 0, 0, 6]"
372,"[6, 3, 3, 3, 1, 3, 3, 4, 3, 5, 0, 4, 6, 0, 6, 3, 3, 3, 2, 3]","[6, 3, 3, 3, 1, 3, 3, 4, 3, 5]","[0, 4, 6, 0, 6, 3, 3, 3, 2, 3]"
373,"[0, 0, 6, 4, 6, 0, 1, 1, 2, 1, 2, 4, 2, 2, 4, 0, 2, 2, 5, 1]","[0, 0, 6, 4, 6, 0, 1, 1, 2, 1]","[2, 4, 2, 2, 4, 0, 2, 2, 5, 1]"
374,"[1, 0, 2, 1, 6, 6, 6, 5, 1, 6, 2, 6, 4, 0, 4, 3, 2, 1, 3, 1]","[1, 0, 2, 1, 6, 6, 6, 5, 1, 6]","[2, 6, 4, 0, 4, 3, 2, 1, 3, 1]"
375,"[0, 4, 2, 5, 6, 6, 5, 4, 2, 2, 1, 2, 1, 5, 3, 4, 4, 1, 3, 3]","[0, 4, 2, 5, 6, 6, 5, 4, 2, 2]","[1, 2, 1, 5, 3, 4, 4, 1, 3, 3]"
376,"[2, 2, 0, 2, 2, 2, 4, 4, 5, 1, 3, 2, 1, 1, 1, 1, 0, 0, 6, 0]","[2, 2, 0, 2, 2, 2, 4, 4, 5, 1]","[3, 2, 1, 1, 1, 1, 0, 0, 6, 0]"
377,"[2, 1, 3, 2, 4, 4, 2, 4, 4, 0, 6, 0, 6, 3, 2, 3, 2, 4, 6, 5]","[2, 1, 3, 2, 4, 4, 2, 4, 4, 0]","[6, 0, 6, 3, 2, 3, 2, 4, 6, 5]"
378,"[5, 4, 3, 6, 5, 0, 0, 2, 5, 5, 3, 2, 6, 3, 1, 0, 4, 0, 3, 5]","[5, 4, 3, 6, 5, 0, 0, 2, 5, 5]","[3, 2, 6, 3, 1, 0, 4, 0, 3, 5]"
379,"[5, 3, 5, 6, 6, 6, 3, 6, 1, 0, 4, 0, 0, 5, 0, 1, 4, 6, 6, 3]","[5, 3, 5, 6, 6, 6, 3, 6, 1, 0]","[4, 0, 0, 5, 0, 1, 4, 6, 6, 3]"
380,"[5, 1, 6, 6, 0, 6, 6, 0, 4, 3, 2, 0, 3, 2, 0, 3, 6, 5, 4, 2]","[5, 1, 6, 6, 0, 6, 6, 0, 4, 3]","[2, 0, 3, 2, 0, 3, 6, 5, 4, 2]"
381,"[0, 6, 5, 2, 6, 2, 1, 5, 6, 4, 5, 2, 6, 5, 5, 1, 0, 5, 3, 3]","[0, 6, 5, 2, 6, 2, 1, 5, 6, 4]","[5, 2, 6, 5, 5, 1, 0, 5, 3, 3]"
382,"[3, 1, 5, 4, 5, 1, 0, 4, 1, 1, 3, 6, 2, 3, 3, 1, 0, 0, 5, 0]","[3, 1, 5, 4, 5, 1, 0, 4, 1, 1]","[3, 6, 2, 3, 3, 1, 0, 0, 5, 0]"
383,"[5, 3, 6, 0, 2, 2, 6, 0, 0, 1, 4, 4, 6, 6, 3, 2, 6, 2, 2, 0]","[5, 3, 6, 0, 2, 2, 6, 0, 0, 1]","[4, 4, 6, 6, 3, 2, 6, 2, 2, 0]"
384,"[0, 6, 2, 3, 2, 1, 4, 0, 6, 6, 0, 1, 0, 3, 4, 6, 2, 1, 3, 0]","[0, 6, 2, 3, 2, 1, 4, 0, 6, 6]","[0, 1, 0, 3, 4, 6, 2, 1, 3, 0]"
385,"[1, 0, 0, 0, 4, 0, 0, 4, 3, 5, 4, 1, 6, 4, 6, 4, 1, 5, 3, 0]","[1, 0, 0, 0, 4, 0, 0, 4, 3, 5]","[4, 1, 6, 4, 6, 4, 1, 5, 3, 0]"
386,"[3, 5, 5, 6, 5, 1, 3, 5, 2, 5, 6, 1, 4, 3, 5, 4, 5, 3, 5, 2]","[3, 5, 5, 6, 5, 1, 3, 5, 2, 5]","[6, 1, 4, 3, 5, 4, 5, 3, 5, 2]"
387,"[3, 0, 2, 4, 3, 6, 1, 4, 0, 5, 1, 5, 5, 6, 4, 2, 1, 5, 2, 2]","[3, 0, 2, 4, 3, 6, 1, 4, 0, 5]","[1, 5, 5, 6, 4, 2, 1, 5, 2, 2]"
388,"[0, 0, 0, 5, 0, 1, 0, 1, 2, 3, 0, 2, 5, 4, 3, 4, 3, 1, 5, 2]","[0, 0, 0, 5, 0, 1, 0, 1, 2, 3]","[0, 2, 5, 4, 3, 4, 3, 1, 5, 2]"
389,"[0, 5, 5, 3, 1, 2, 3, 1, 5, 6, 0, 0, 6, 1, 2, 1, 0, 6, 2, 2]","[0, 5, 5, 3, 1, 2, 3, 1, 5, 6]","[0, 0, 6, 1, 2, 1, 0, 6, 2, 2]"
390,"[4, 3, 6, 6, 0, 4, 5, 4, 1, 3, 2, 0, 3, 5, 1, 6, 5, 0, 6, 3]","[4, 3, 6, 6, 0, 4, 5, 4, 1, 3]","[2, 0, 3, 5, 1, 6, 5, 0, 6, 3]"
391,"[2, 2, 3, 1, 2, 1, 0, 4, 6, 5, 2, 5, 6, 4, 2, 4, 1, 5, 4, 5]","[2, 2, 3, 1, 2, 1, 0, 4, 6, 5]","[2, 5, 6, 4, 2, 4, 1, 5, 4, 5]"
392,"[3, 4, 3, 6, 2, 6, 3, 2, 5, 0, 6, 6, 0, 1, 5, 1, 5, 3, 2, 1]","[3, 4, 3, 6, 2, 6, 3, 2, 5, 0]","[6, 6, 0, 1, 5, 1, 5, 3, 2, 1]"
393,"[3, 0, 3, 6, 6, 3, 3, 1, 5, 1, 2, 1, 3, 5, 5, 2, 1, 1, 5, 0]","[3, 0, 3, 6, 6, 3, 3, 1, 5, 1]","[2, 1, 3, 5, 5, 2, 1, 1, 5, 0]"
394,"[1, 1, 1, 4, 4, 0, 3, 6, 3, 2, 2, 0, 2, 2, 6, 0, 1, 2, 6, 3]","[1, 1, 1, 4, 4, 0, 3, 6, 3, 2]","[2, 0, 2, 2, 6, 0, 1, 2, 6, 3]"
395,"[6, 4, 6, 0, 4, 4, 4, 3, 3, 6, 2, 6, 2, 0, 3, 0, 1, 1, 5, 1]","[6, 4, 6, 0, 4, 4, 4, 3, 3, 6]","[2, 6, 2, 0, 3, 0, 1, 1, 5, 1]"
396,"[3, 2, 0, 3, 1, 0, 4, 5, 1, 3, 4, 3, 4, 2, 6, 0, 6, 1, 5, 1]","[3, 2, 0, 3, 1, 0, 4, 5, 1, 3]","[4, 3, 4, 2, 6, 0, 6, 1, 5, 1]"
397,"[4, 3, 0, 2, 1, 4, 0, 3, 6, 4, 0, 1, 6, 3, 1, 4, 6, 4, 2, 6]","[4, 3, 0, 2, 1, 4, 0, 3, 6, 4]","[0, 1, 6, 3, 1, 4, 6, 4, 2, 6]"
398,"[4, 2, 6, 1, 3, 2, 5, 1, 6, 6, 5, 1, 5, 6, 3, 6, 0, 0, 3, 3]","[4, 2, 6, 1, 3, 2, 5, 1, 6, 6]","[5, 1, 5, 6, 3, 6, 0, 0, 3, 3]"
399,"[1, 0, 4, 3, 5, 5, 0, 1, 0, 0, 3, 5, 1, 4, 0, 6, 6, 6, 4, 3]","[1, 0, 4, 3, 5, 5, 0, 1, 0, 0]","[3, 5, 1, 4, 0, 6, 6, 6, 4, 3]"
400,"[6, 5, 4, 6, 3, 4, 0, 5, 5, 6, 4, 6, 1, 6, 1, 4, 0, 3, 1, 1]","[6, 5, 4, 6, 3, 4, 0, 5, 5, 6]","[4, 6, 1, 6, 1, 4, 0, 3, 1, 1]"
401,"[1, 2, 1, 5, 0, 5, 5, 2, 5, 3, 2, 0, 5, 1, 6, 5, 4, 1, 6, 1]","[1, 2, 1, 5, 0, 5, 5, 2, 5, 3]","[2, 0, 5, 1, 6, 5, 4, 1, 6, 1]"
402,"[2, 0, 1, 5, 3, 3, 5, 4, 6, 2, 1, 2, 3, 5, 3, 1, 6, 4, 2, 2]","[2, 0, 1, 5, 3, 3, 5, 4, 6, 2]","[1, 2, 3, 5, 3, 1, 6, 4, 2, 2]"
403,"[0, 0, 1, 4, 6, 4, 3, 6, 3, 5, 5, 2, 1, 4, 0, 5, 4, 0, 1, 6]","[0, 0, 1, 4, 6, 4, 3, 6, 3, 5]","[5, 2, 1, 4, 0, 5, 4, 0, 1, 6]"
404,"[4, 3, 5, 1, 2, 0, 3, 1, 1, 0, 3, 6, 1, 0, 3, 0, 4, 4, 4, 2]","[4, 3, 5, 1, 2, 0, 3, 1, 1, 0]","[3, 6, 1, 0, 3, 0, 4, 4, 4, 2]"
405,"[6, 2, 4, 3, 0, 2, 3, 1, 0, 3, 6, 1, 4, 5, 2, 2, 5, 2, 2, 2]","[6, 2, 4, 3, 0, 2, 3, 1, 0, 3]","[6, 1, 4, 5, 2, 2, 5, 2, 2, 2]"
406,"[6, 5, 5, 3, 5, 4, 4, 6, 5, 6, 2, 6, 0, 3, 2, 0, 5, 5, 5, 6]","[6, 5, 5, 3, 5, 4, 4, 6, 5, 6]","[2, 6, 0, 3, 2, 0, 5, 5, 5, 6]"
407,"[6, 4, 1, 2, 2, 1, 2, 3, 0, 0, 4, 5, 4, 3, 4, 3, 0, 1, 2, 5]","[6, 4, 1, 2, 2, 1, 2, 3, 0, 0]","[4, 5, 4, 3, 4, 3, 0, 1, 2, 5]"
408,"[3, 1, 4, 2, 2, 1, 3, 5, 4, 6, 2, 0, 1, 2, 0, 4, 5, 4, 5, 6]","[3, 1, 4, 2, 2, 1, 3, 5, 4, 6]","[2, 0, 1, 2, 0, 4, 5, 4, 5, 6]"
409,"[6, 0, 5, 3, 2, 1, 5, 3, 2, 2, 3, 5, 1, 0, 2, 4, 6, 5, 4, 0]","[6, 0, 5, 3, 2, 1, 5, 3, 2, 2]","[3, 5, 1, 0, 2, 4, 6, 5, 4, 0]"
410,"[6, 1, 3, 2, 2, 3, 0, 2, 3, 0, 4, 5, 6, 6, 4, 1, 2, 5, 3, 3]","[6, 1, 3, 2, 2, 3, 0, 2, 3, 0]","[4, 5, 6, 6, 4, 1, 2, 5, 3, 3]"
411,"[6, 4, 1, 2, 6, 1, 4, 2, 1, 1, 4, 0, 2, 1, 6, 1, 3, 4, 3, 0]","[6, 4, 1, 2, 6, 1, 4, 2, 1, 1]","[4, 0, 2, 1, 6, 1, 3, 4, 3, 0]"
412,"[4, 5, 5, 1, 6, 4, 4, 4, 0, 1, 5, 2, 4, 0, 5, 4, 1, 5, 5, 4]","[4, 5, 5, 1, 6, 4, 4, 4, 0, 1]","[5, 2, 4, 0, 5, 4, 1, 5, 5, 4]"
413,"[5, 4, 1, 0, 3, 1, 2, 2, 3, 2, 4, 5, 4, 5, 3, 3, 4, 1, 6, 1]","[5, 4, 1, 0, 3, 1, 2, 2, 3, 2]","[4, 5, 4, 5, 3, 3, 4, 1, 6, 1]"
414,"[6, 6, 5, 4, 5, 1, 2, 2, 0, 3, 2, 0, 4, 0, 5, 5, 6, 4, 2, 0]","[6, 6, 5, 4, 5, 1, 2, 2, 0, 3]","[2, 0, 4, 0, 5, 5, 6, 4, 2, 0]"
415,"[4, 2, 6, 5, 5, 4, 4, 1, 1, 3, 2, 1, 5, 5, 6, 3, 1, 3, 1, 1]","[4, 2, 6, 5, 5, 4, 4, 1, 1, 3]","[2, 1, 5, 5, 6, 3, 1, 3, 1, 1]"
416,"[2, 2, 2, 5, 6, 2, 4, 0, 3, 6, 2, 5, 4, 0, 3, 4, 3, 6, 5, 0]","[2, 2, 2, 5, 6, 2, 4, 0, 3, 6]","[2, 5, 4, 0, 3, 4, 3, 6, 5, 0]"
417,"[5, 6, 1, 6, 5, 3, 4, 0, 1, 0, 0, 4, 0, 6, 3, 6, 6, 1, 5, 2]","[5, 6, 1, 6, 5, 3, 4, 0, 1, 0]","[0, 4, 0, 6, 3, 6, 6, 1, 5, 2]"
418,"[5, 1, 3, 5, 4, 1, 4, 4, 4, 0, 5, 1, 1, 1, 1, 6, 2, 3, 5, 4]","[5, 1, 3, 5, 4, 1, 4, 4, 4, 0]","[5, 1, 1, 1, 1, 6, 2, 3, 5, 4]"
419,"[2, 6, 1, 1, 2, 3, 3, 2, 2, 2, 5, 2, 3, 1, 6, 1, 5, 2, 4, 4]","[2, 6, 1, 1, 2, 3, 3, 2, 2, 2]","[5, 2, 3, 1, 6, 1, 5, 2, 4, 4]"
420,"[5, 2, 0, 2, 6, 1, 4, 1, 5, 5, 5, 3, 6, 5, 3, 3, 2, 4, 3, 5]","[5, 2, 0, 2, 6, 1, 4, 1, 5, 5]","[5, 3, 6, 5, 3, 3, 2, 4, 3, 5]"
421,"[3, 1, 3, 3, 3, 4, 0, 3, 5, 5, 4, 5, 5, 4, 4, 5, 3, 5, 2, 5]","[3, 1, 3, 3, 3, 4, 0, 3, 5, 5]","[4, 5, 5, 4, 4, 5, 3, 5, 2, 5]"
422,"[2, 3, 4, 1, 2, 2, 4, 3, 2, 0, 6, 2, 1, 4, 4, 6, 2, 1, 2, 4]","[2, 3, 4, 1, 2, 2, 4, 3, 2, 0]","[6, 2, 1, 4, 4, 6, 2, 1, 2, 4]"
423,"[6, 3, 5, 3, 4, 5, 5, 0, 0, 4, 6, 4, 6, 6, 0, 4, 2, 6, 4, 4]","[6, 3, 5, 3, 4, 5, 5, 0, 0, 4]","[6, 4, 6, 6, 0, 4, 2, 6, 4, 4]"
424,"[1, 1, 5, 1, 3, 5, 5, 4, 5, 6, 3, 4, 6, 5, 1, 2, 1, 5, 2, 1]","[1, 1, 5, 1, 3, 5, 5, 4, 5, 6]","[3, 4, 6, 5, 1, 2, 1, 5, 2, 1]"
425,"[2, 1, 5, 1, 1, 5, 3, 5, 4, 2, 4, 3, 4, 5, 4, 3, 3, 0, 6, 1]","[2, 1, 5, 1, 1, 5, 3, 5, 4, 2]","[4, 3, 4, 5, 4, 3, 3, 0, 6, 1]"
426,"[3, 2, 0, 3, 3, 2, 3, 4, 2, 2, 0, 2, 0, 6, 6, 5, 3, 2, 0, 3]","[3, 2, 0, 3, 3, 2, 3, 4, 2, 2]","[0, 2, 0, 6, 6, 5, 3, 2, 0, 3]"
427,"[3, 3, 2, 4, 6, 2, 2, 6, 1, 0, 2, 6, 3, 3, 0, 0, 2, 2, 2, 4]","[3, 3, 2, 4, 6, 2, 2, 6, 1, 0]","[2, 6, 3, 3, 0, 0, 2, 2, 2, 4]"
428,"[4, 6, 4, 1, 4, 3, 2, 5, 4, 2, 4, 5, 3, 2, 4, 6, 1, 3, 1, 3]","[4, 6, 4, 1, 4, 3, 2, 5, 4, 2]","[4, 5, 3, 2, 4, 6, 1, 3, 1, 3]"
429,"[0, 3, 0, 3, 4, 1, 3, 0, 0, 0, 1, 4, 5, 6, 0, 6, 4, 2, 5, 3]","[0, 3, 0, 3, 4, 1, 3, 0, 0, 0]","[1, 4, 5, 6, 0, 6, 4, 2, 5, 3]"
430,"[4, 3, 5, 2, 4, 0, 6, 5, 0, 5, 4, 5, 5, 2, 2, 5, 3, 0, 2, 5]","[4, 3, 5, 2, 4, 0, 6, 5, 0, 5]","[4, 5, 5, 2, 2, 5, 3, 0, 2, 5]"
431,"[0, 4, 1, 6, 0, 6, 1, 3, 6, 1, 1, 0, 6, 4, 6, 5, 1, 4, 3, 3]","[0, 4, 1, 6, 0, 6, 1, 3, 6, 1]","[1, 0, 6, 4, 6, 5, 1, 4, 3, 3]"
432,"[5, 6, 4, 6, 4, 3, 3, 4, 3, 1, 4, 0, 2, 3, 1, 6, 0, 2, 6, 3]","[5, 6, 4, 6, 4, 3, 3, 4, 3, 1]","[4, 0, 2, 3, 1, 6, 0, 2, 6, 3]"
433,"[4, 4, 6, 3, 0, 0, 2, 6, 1, 0, 3, 3, 0, 3, 1, 5, 2, 1, 3, 3]","[4, 4, 6, 3, 0, 0, 2, 6, 1, 0]","[3, 3, 0, 3, 1, 5, 2, 1, 3, 3]"
434,"[2, 5, 0, 1, 0, 1, 2, 4, 3, 0, 6, 3, 0, 4, 4, 5, 2, 2, 4, 5]","[2, 5, 0, 1, 0, 1, 2, 4, 3, 0]","[6, 3, 0, 4, 4, 5, 2, 2, 4, 5]"
435,"[2, 4, 6, 4, 6, 5, 3, 0, 4, 6, 0, 2, 2, 5, 6, 2, 0, 2, 4, 3]","[2, 4, 6, 4, 6, 5, 3, 0, 4, 6]","[0, 2, 2, 5, 6, 2, 0, 2, 4, 3]"
436,"[6, 4, 6, 2, 2, 6, 4, 1, 3, 1, 2, 0, 0, 5, 4, 4, 1, 6, 2, 1]","[6, 4, 6, 2, 2, 6, 4, 1, 3, 1]","[2, 0, 0, 5, 4, 4, 1, 6, 2, 1]"
437,"[0, 0, 3, 4, 6, 2, 5, 1, 0, 0, 1, 5, 3, 3, 0, 2, 0, 5, 5, 5]","[0, 0, 3, 4, 6, 2, 5, 1, 0, 0]","[1, 5, 3, 3, 0, 2, 0, 5, 5, 5]"
438,"[3, 6, 0, 0, 1, 4, 1, 3, 2, 4, 3, 5, 0, 3, 6, 5, 6, 4, 3, 5]","[3, 6, 0, 0, 1, 4, 1, 3, 2, 4]","[3, 5, 0, 3, 6, 5, 6, 4, 3, 5]"
439,"[5, 6, 1, 1, 5, 1, 3, 3, 5, 0, 6, 3, 6, 2, 5, 5, 0, 1, 3, 1]","[5, 6, 1, 1, 5, 1, 3, 3, 5, 0]","[6, 3, 6, 2, 5, 5, 0, 1, 3, 1]"
